id	g4txt	groups	g4	g9	exclude	EPT	TKQ	TKT	AVV	VEL	MXA	AREA	MAXREF	TRKDIS	MAXSEG	ORIENT	ELLRATIO	ELONG	COMPACT	CHY	MAXREF1	MINREF	SDREF	PERI	ELLMAJ	ELLMIN	STT	HEYW	HYDROR	WADDEL	AVINT	MAXINT	CHX	AVREF	RREF	flocksize	MINDIST	DIST	BEAR	HEAD
358	bird	gulls	4	7	0	6	1.83	1	42	47	21	9	1078	30665	2	114.69	3.28	8.5	0.6	3	848	573	183	14.24	6.13	1.87	11	1.34	0.63	3.39	0.69	5.83	1.8	705	275	1	1446.11	1613.04	250	208
359	bird	gulls	4	7	0	6	2.67	1	49.67	57	27	6	1248	37169	3	42.83	2.36	5.2	0.67	2	914	632	89	10.24	4.25	1.8	16	1.18	0.59	2.76	0.69	3.61	2	808	282	2	1002.78	1002.78	134	254
360	bird	gulls	4	7	0	6	1.83	1	54.83	57	18	11	1402	37074	4	46.48	3.47	6.83	0.44	2.2	1032	564	212	16.11	6.97	2.01	11	1.37	0.68	3.74	0.94	6.4	2.2	787	468	1	765.39	842.36	161	53
361	bird	gulls	4	7	0	6	3	1	38.17	70	21	7	1172	45618	3	32.01	3.64	11.33	0.47	1.4	1099	656	156	13.12	5.69	1.57	18	1.4	0.53	2.99	0.51	5.83	2.33	838	443	1	912.3	986.87	324	88
362	bird	gulls	4	7	0	7	2.14	1	44.86	47	11	10	1035	650	4	23.93	2.76	6.8	0.5	2	901	477	135	14.02	5.93	2.15	15	1.25	0.71	3.57	0.86	5.83	2.5	713	424	13	116.21	198.24	304	304
363	bird	gulls	4	7	0	7	2.29	1	40	34	54	30	1349	22026	10	178.13	3.08	4.08	0.6	3	1114	480	249	25.35	10.85	3.52	16	1.31	1.18	6.18	2.5	10.2	6	835	634	1	934.18	1236.72	11	192
364	bird	gulls	4	7	0	7	1.86	1	36.43	34	11	11	1475	22073	4	23.21	2.19	3.85	0.69	2.75	1475	707	288	13.53	5.54	2.53	13	1.15	0.81	3.74	1.3	5	2.75	987	768	1	610.23	671.98	257	306
365	bird	gulls	4	7	0	7	2.57	1	44.86	51	18	13	1426	33656	4	55.44	2.94	5.47	0.65	3.25	1231	515	235	16.38	6.98	2.37	18	1.28	0.79	4.07	1.17	6.4	2.6	850	716	1	958.14	985.03	269	188
366	bird	gulls	4	7	0	7	1.86	1	49.57	66	38	31	2194	43530	10	155.04	4.56	3.31	0.39	3.1	1934	662	308	30.5	13.41	2.94	13	1.55	1.02	6.28	3.25	10.77	3.88	1113	1272	1	1121.19	1217.15	321	146
367	bird	gulls	4	7	0	7	2.86	1	48.43	59	21	8	1230	38640	2	112.28	3.29	11.33	0.53	2.67	881	555	198	13.44	5.79	1.76	20	1.34	0.6	3.19	0.51	5.83	1.6	722	326	1	585.4	730.37	134	313
368	bird	gulls	4	7	0	7	2.57	1	52	45	11	6	1081	29289	3	135.37	2.75	9	0.67	2	1081	750	179	10.83	4.58	1.67	18	1.25	0.55	2.76	0.47	4.24	2	895	331	1	836.54	1054.85	208	166
369	bird	gulls	4	7	0	8	2.88	1	37.13	51	30	6	1469	699	3	44.02	2.36	5.2	0.67	2	1154	712	226	10.24	4.25	1.8	23	1.18	0.59	2.76	0.69	3.61	2	894	442	1	116.58	213.15	309	309
370	bird	gulls	4	7	0	8	2.25	1	39.5	38	35	9	1425	526	5	11.92	3.78	8	0.5	1.5	1016	598	171	15.12	6.58	1.74	18	1.42	0.6	3.39	0.79	6.32	3	760	418	1	102.37	160.2	133	133
371	bird	gulls	4	7	0	8	2.5	1	40.5	32	62	62	1455	20839	16	178.89	3.34	4.91	0.65	3.88	1455	178	257	37.67	16.25	4.86	20	1.35	1.65	8.88	3.32	16.28	10.33	796	1277	1	993.42	1122.38	202	351
372	bird	gulls	4	7	0	8	2.88	1	46.75	62	14	10	1181	40634	5	21.32	3.68	6.15	0.42	1.67	1181	729	148	15.76	6.85	1.86	23	1.41	0.63	3.57	1.03	6.32	2.5	908	452	1	905.89	1017.7	190	131
373	bird	gulls	4	7	0	8	3.13	1	58.25	63	36	9	1416	41536	5	172.78	2.96	5.2	0.6	1.8	1043	826	123	13.66	5.82	1.97	25	1.28	0.66	3.39	0.98	5.1	3	910	217	1	1051.1	1144.93	142	348
374	bird	gulls	4	7	0	8	3	1	36.13	57	13	10	1262	37311	3	141.36	3.01	6.8	0.5	2	1177	717	365	14.49	6.19	2.06	24	1.29	0.69	3.57	0.86	5.83	2.5	957	460	1	739.34	899.61	46	227
375	bird	gulls	4	7	0	8	2.25	1	60.5	58	20	8	1256	38166	5	7.02	3.14	6.44	0.53	1.6	965	557	118	13.19	5.66	1.8	18	1.32	0.61	3.19	0.84	5.39	2.67	832	408	1	1483.24	1499.33	165	238
376	bird	gulls	4	7	0	9	2.78	1	45.44	46	42	42	1165	30191	4	65.94	5.81	7.2	0.26	4.2	1154	284	229	39.74	17.63	3.03	25	1.73	1.06	7.31	2.43	17.49	2.63	730	870	4	647.61	916.56	306	245
377	bird	gulls	4	7	0	9	1.89	1	53.89	43	11	8	1238	28339	3	144.65	2.6	7.14	0.67	2	1010	657	172	12.24	5.14	1.98	17	1.22	0.65	3.19	0.7	5	2.67	850	353	1	761.26	1176.23	227	177
378	bird	gulls	4	7	0	9	3	1	39.89	60	28	6	1279	39447	3	25.25	2.39	5.2	0.67	2	839	583	98	10.29	4.27	1.79	27	1.19	0.58	2.76	0.69	3.61	2	692	256	1	922.07	1169.92	228	12
379	bird	gulls	4	7	0	9	2.78	1	50.22	58	53	53	1276	37976	7	95.5	6.38	3.6	0.37	4.08	1143	183	225	46.67	20.75	3.25	25	1.81	1.14	8.21	4.65	16.76	3.31	720	960	1	1403.63	1403.63	124	327
380	bird	gulls	4	7	0	9	2.89	1	58.11	51	15	7	1402	33703	3	149.31	2.41	6	0.78	2.33	861	405	155	11.14	4.63	1.92	26	1.19	0.63	2.99	0.71	4.24	2.33	695	456	4	580.05	841.42	173	259
381	bird	gulls	4	7	0	9	2.67	1	31.56	23	22	6	1554	14905	2	90	2.2	6.5	1	3	1554	693	384	10	4.1	1.86	24	1.15	0.6	2.76	0.55	3.61	2	1069	861	3	446.48	537.73	48	82
382	bird	gulls	4	7	0	10	2.4	1	43.2	47	65	65	1236	30665	17	1.39	6.77	3.51	0.33	3.42	1215	64	320	53.16	23.68	3.5	24	1.86	1.22	9.1	5.26	18.44	4.33	682	1151	1	1194.26	1512.79	323	300
383	bird	gulls	4	7	0	10	2.4	1	41.6	46	26	11	1225	30096	3	135.03	4.7	4.52	0.31	1.83	1097	672	262	18.42	8.11	1.73	24	1.57	0.6	3.74	1.59	7.21	1.83	907	425	1	608.38	715.56	301	132
384	bird	gulls	4	7	0	10	2.6	1	49.4	54	30	20	1307	35080	8	175.45	3.3	4.86	0.63	2.5	1005	349	433	21.27	9.16	2.78	26	1.34	0.94	5.05	1.7	8.25	5	684	656	1	1209.87	1209.87	337	109
385	bird	gulls	4	7	0	10	2.7	1	41.1	28	11	5	1498	18181	3	90.72	3.04	6.5	0.56	1.67	1175	624	243	10.29	4.4	1.45	27	1.3	0.49	2.52	0.55	3.61	1.67	906	551	1	456.55	635.07	341	54
386	bird	gulls	4	7	0	10	2.2	1	39.9	43	19	19	1154	28150	4	114.31	2.51	4.3	0.54	3.8	1154	431	199	18.64	7.8	3.1	22	1.21	1.02	4.92	1.77	7.62	2.71	794	723	1	691.82	1417.32	245	239
387	bird	gulls	4	7	0	11	2.09	1	53.64	51	43	8	1306	33181	3	45	2.12	5.14	0.89	2.67	1166	620	183	11.41	4.65	2.19	23	1.14	0.7	3.19	0.82	4.24	2.67	836	546	1	688.72	688.72	318	144
388	bird	gulls	4	7	0	11	1.27	1	54.73	54	17	14	1516	35365	4	92.14	2.83	4.11	0.58	3.5	1089	602	160	16.72	7.1	2.51	14	1.26	0.84	4.22	1.48	6.08	2.33	867	487	1	711.19	1114.17	267	232
389	bird	gulls	4	7	0	11	1.36	1	47.55	45	19	19	1210	29574	6	176.76	2.29	3.6	0.79	3.17	1210	384	240	18.03	7.44	3.25	15	1.17	1.05	4.92	1.86	6.71	4.75	775	826	1	898.06	987.69	180	289
390	bird	gulls	4	7	0	11	2.18	1	53	50	40	12	1485	32849	4	48.08	2.65	4.86	0.48	2.4	1048	495	155	15.1	6.36	2.4	24	1.23	0.79	3.91	1.2	5.83	2.4	889	553	2	699.33	974.7	175	325
391	bird	gulls	4	7	0	11	2.82	1	34.18	39	23	6	1269	25823	3	135.31	2.75	9	0.67	2	703	618	145	10.83	4.58	1.67	31	1.25	0.55	2.76	0.47	4.24	2	659	85	1	657.4	775.07	20	191
392	bird	gulls	4	7	0	11	3	1	28.82	34	193	189	1582	22358	27	7.15	4.9	5.33	0.49	5.91	1569	230	317	77.82	34.32	7.01	33	1.6	2.43	15.51	6.05	32.25	13.5	901	1339	1	2368.13	2750.78	357	233
393	bird	gulls	4	7	0	11	2.18	1	53.18	49	42	42	1249	32042	9	39.25	4.28	2.63	0.42	4.2	1249	163	753	34.51	15.13	3.54	24	1.5	1.22	7.31	4.25	11.18	4.2	665	1086	1	2260.57	2729.9	166	221
394	bird	gulls	4	7	0	12	1.25	1	53.08	52	33	12	1188	33893	4	148.24	2.63	5.23	0.6	2.4	924	592	168	15.07	6.34	2.41	15	1.23	0.8	3.91	1.11	5.83	3	766	332	1	786.83	1412.26	214	205
395	bird	gulls	4	7	0	12	2.33	1	48.17	55	31	13	1205	36077	6	165.99	3.81	8.92	0.62	1.86	1074	642	280	18.24	7.94	2.08	28	1.43	0.71	4.07	0.85	7.62	4.33	883	432	1	654.34	1397.02	16	183
396	bird	gulls	4	7	0	12	2	1	41.67	44	22	15	1459	29099	5	31.8	2.29	4.56	0.75	3	1035	488	456	16.03	6.61	2.89	24	1.17	0.94	4.37	1.41	6.4	3.75	770	547	2	692.47	692.47	239	86
397	bird	gulls	4	7	0	12	2	1	45.17	46	20	7	1228	30096	4	8.77	2.57	8	0.88	1.75	894	545	241	11.41	4.79	1.86	24	1.22	0.61	2.99	0.56	4.47	3.5	760	349	2	779.17	1107.13	183	242
398	bird	gulls	4	7	0	12	2.17	1	54	53	18	6	1299	34938	2	90	2.2	6.5	1	3	1116	758	222	10	4.1	1.86	26	1.15	0.6	2.76	0.55	3.61	2	930	358	1	793.18	801.71	100	188
399	bird	gulls	4	7	0	13	2.77	1	37.46	41	19	11	1297	27105	4	153.44	2.69	5.67	0.73	2.2	893	527	120	14.55	6.14	2.28	36	1.24	0.76	3.74	1.03	5.83	3.67	698	366	3	455.56	1273.33	36	242
400	bird	gulls	4	7	0	13	2.08	1	39.69	42	36	13	1307	27675	5	30.83	2.7	3.78	0.52	2.6	1307	492	289	15.85	6.69	2.47	27	1.24	0.82	4.07	1.54	5.83	2.6	859	815	2	465.89	574.16	284	199
401	bird	gulls	4	7	0	13	2.31	1	47.46	45	35	6	1574	29763	3	180	2.2	6.5	1	2	995	629	157	10	4.1	1.86	30	1.15	0.6	2.76	0.55	3.61	3	770	366	1	661.43	766.33	172	316
402	bird	gulls	4	7	0	13	2.38	1	41.15	33	18	9	1286	21504	4	134.96	2.39	4	0.56	2.25	1201	600	336	12.6	5.23	2.19	31	1.18	0.71	3.39	1.12	4.47	2.25	825	601	1	663.44	663.44	234	39
403	bird	gulls	4	7	0	14	1.36	1	53.07	52	33	12	1188	714	4	148.24	2.63	5.23	0.6	2.4	924	592	168	15.07	6.34	2.41	19	1.23	0.8	3.91	1.11	5.83	3	766	332	1	208.06	217.6	200	200
404	bird	gulls	4	7	0	14	2.71	1	46.29	48	25	15	1372	31520	7	152.04	5.79	6.06	0.33	1.67	1207	313	276	23.7	10.51	1.82	38	1.73	0.63	4.37	1.62	9.85	3	777	894	1	692.69	1456.64	271	138
405	bird	gulls	4	7	0	14	1.79	1	50	55	32	6	1265	35792	3	136.76	2.36	5.2	0.67	2	829	666	83	10.24	4.25	1.8	25	1.18	0.59	2.76	0.69	3.61	2	747	163	1	574.14	1353.79	233	194
406	bird	gulls	4	7	0	15	2.4	1	44.6	45	32	21	1541	29763	4	71.45	2.81	3.52	0.6	4.2	1218	482	213	20.43	8.66	3.09	36	1.26	1.03	5.17	2.17	7.62	3	790	736	1	573.22	1277.69	95	110
407	bird	gulls	4	7	0	15	2.87	1	59.07	66	32	10	1527	43197	2	48.8	4.92	144	0.28	1.67	1215	278	302	17.94	7.92	1.61	43	1.6	0.56	3.57	0.06	8.49	1.67	838	937	1	860.78	1258.81	329	263
408	bird	gulls	4	7	0	15	2.6	1	56.2	38	112	18	1970	24874	7	26.71	5.12	5.14	0.33	2	1022	346	592	24.53	10.84	2.11	39	1.63	0.73	4.79	1.84	9.49	3	701	676	1	1007.43	1436.18	314	317
409	bird	gulls	4	7	0	16	1.88	1	51	43	48	12	1414	28482	5	32.89	2.96	4.25	0.6	2.4	1088	330	244	15.77	6.73	2.27	30	1.28	0.76	3.91	1.37	5.83	3	822	758	1	770.63	770.63	16	265
410	bird	gulls	4	7	0	16	2.31	1	47.94	41	29	18	1188	27153	4	53.63	4.15	20	0.38	3	900	212	199	22.28	9.75	2.35	37	1.48	0.81	4.79	0.5	10	2.25	686	688	1	1609.48	2034.87	131	167
411	bird	gulls	4	7	0	17	1.76	1	45.88	54	30	5	1162	35222	2	57.39	3.71	8	0.42	1.67	833	657	66	11.19	4.86	1.31	30	1.41	0.45	2.52	0.56	4.47	1.25	758	176	1	800.19	1271.29	304	139
412	bird	gulls	4	7	0	18	1.83	1	49.61	46	32	13	1391	30428	4	129.33	2.15	4.27	0.81	3.25	1391	750	188	14.62	5.97	2.77	33	1.14	0.89	4.07	1.33	5.66	3.25	997	641	1	919.96	941.73	278	189
413	bird	gulls	4	7	0	18	2.61	1	37.11	40	47	14	2215	26108	3	102.09	3.44	6.24	0.67	4.67	1129	596	303	18.12	7.83	2.28	47	1.37	0.77	4.22	1.17	7.28	2	892	533	2	602.21	602.21	224	34
414	bird	gulls	4	7	0	19	1.95	1	53.84	47	90	15	1341	31140	4	109.26	2.96	4.32	0.63	3.75	1060	535	201	17.64	7.52	2.54	37	1.28	0.85	4.37	1.48	6.4	2.5	742	525	1	720.65	720.65	280	130
415	bird	gulls	4	7	0	19	2.05	1	36.58	33	19	14	1205	21694	4	27.75	3.42	8.13	0.5	2	1175	549	250	18.07	7.81	2.28	39	1.36	0.77	4.22	0.99	8.06	3.5	831	626	1	608.07	882.81	284	194
416	bird	gulls	4	7	0	19	2.16	1	47.58	65	60	9	1413	42865	4	148.63	2.39	5.56	0.56	2.25	1181	672	171	12.6	5.23	2.19	41	1.18	0.71	3.39	0.9	5	2.25	895	509	1	797.39	909.95	192	18
417	bird	gulls	4	7	0	23	2.48	1	46.26	38	23	8	1250	24827	3	54.65	2.6	7.14	0.67	2.67	715	520	138	12.24	5.14	1.98	57	1.22	0.65	3.19	0.7	5	2	637	195	2	384.66	1684.93	293	241
418	bird	gulls	4	7	0	23	1.83	1	50.57	34	112	15	1405	22406	6	153.51	3.13	5.52	0.43	2.14	1070	458	220	18.02	7.73	2.47	42	1.31	0.83	4.37	1.38	7.62	3	770	612	2	1059.11	1327.07	24	190
419	bird	gulls	4	7	0	24	2.08	1	46.54	59	33	17	1585	38688	4	127.83	3.76	16.67	0.35	2.83	975	596	111	20.75	9.03	2.4	50	1.42	0.82	4.65	0.6	10	2.13	760	379	1	1358.57	1379.63	47	194
420	bird	gulls	4	7	0	29	1.59	1	46.76	49	55	5	1404	32232	2	121.72	2.68	9	0.56	1.67	794	488	155	9.79	4.13	1.54	46	1.24	0.51	2.52	0.47	4.24	1.67	694	306	1	900.67	1003.78	165	247
421	bird	gulls	4	7	0	38	2	1	40.39	39	67	15	1602	25254	5	34.8	2.92	5.56	0.6	3	1283	693	388	17.53	7.47	2.56	76	1.28	0.86	4.37	1.27	7.07	3	958	590	5	639.55	868.06	86	213
427	bird	gulls	4	7	0	3	3	2	43.67	46	37	5	1396	20175	4	174.33	3.24	17	0.63	1.25	1066	567	236	10.55	4.54	1.4	9	1.33	0.47	2.52	0.24	4.12	2.5	885	499	1	975.45	998.18	9	233
428	bird	gulls	4	7	0	3	2.67	2	54	50	8	6	1112	21789	4	156.77	3.56	6	0.5	1.5	1048	502	173	12.03	5.21	1.47	8	1.39	0.5	2.76	0.71	4.24	2	754	546	1	584.69	584.69	94	282
431	bird	gulls	4	7	0	3	3	2	50.33	36	10	10	981	15712	4	28.14	2.58	3.33	0.63	2.5	981	460	205	13.66	5.73	2.22	9	1.22	0.73	3.57	1.34	4.47	2.5	755	521	2	1126.45	1126.45	225	18
435	bird	gulls	4	7	0	3	2.67	2	40.67	43	6	6	1089	18703	3	45.84	2.75	9	0.67	2	1052	502	505	10.83	4.58	1.67	8	1.25	0.55	2.76	0.47	4.24	2	798	550	1	433.15	433.15	232	58
436	bird	gulls	4	7	0	4	3	2	47.5	48	23	14	958	20839	4	55.82	3.04	5.78	0.58	3.5	958	362	153	17.2	7.36	2.42	12	1.3	0.81	4.22	1.25	7.21	2.33	710	596	1	1446.63	1603.67	309	142
437	bird	gulls	4	7	0	4	3	2	55.25	58	8	8	1115	25539	3	113.2	2.82	8.33	0.67	2.67	1115	514	195	12.64	5.36	1.9	12	1.26	0.63	3.19	0.6	5	2	859	601	1	455.06	601.48	147	225
438	bird	gulls	4	7	0	4	3	2	42.75	47	21	6	1826	20364	3	180	2.2	6.5	1	2	1215	566	306	10	4.1	1.86	12	1.15	0.6	2.76	0.55	3.61	3	935	649	2	402.08	402.08	352	255
439	bird	gulls	4	7	0	6	3	2	42	39	18	14	1037	16852	4	39.12	2.99	6.5	0.47	2.33	846	364	392	17.09	7.29	2.44	18	1.29	0.82	4.22	1.11	7.21	2.8	704	482	1	1529.4	1835.27	320	356
440	bird	gulls	4	7	0	6	3	2	46.33	31	19	13	1173	13624	4	22.65	2.55	4.27	0.81	3.25	1048	596	138	15.5	6.5	2.55	18	1.21	0.84	4.07	1.33	5.66	3.25	786	452	1	833.08	990.3	268	247
441	bird	gulls	4	7	0	7	2.86	2	57	49	22	22	1199	21551	6	134.31	5.77	5.23	0.31	2.2	1199	347	226	28.67	12.72	2.2	20	1.72	0.77	5.29	2.23	11.66	3.14	854	852	1	781.91	929.15	131	349
442	bird	gulls	4	7	0	7	3.29	2	33.29	38	18	14	1093	16709	5	6.68	2.52	4.21	0.58	2.33	1053	327	192	16.02	6.7	2.66	23	1.21	0.87	4.22	1.5	6.32	3.5	780	726	1	1694.51	1708.6	329	41
443	bird	gulls	4	7	0	8	3	2	40.38	45	81	9	1247	19463	3	49.52	2.67	5	0.56	2.25	923	634	118	13.12	5.53	2.07	24	1.23	0.69	3.39	1	5	2.25	752	289	6	1492.62	1650.12	337	27
444	bird	gulls	4	7	0	10	3.3	2	40.5	21	38	11	1344	9257	4	50.06	3.09	6.31	0.44	2.2	1041	594	192	15.37	6.58	2.13	33	1.31	0.72	3.74	1.02	6.4	2.2	790	447	1	1143.61	1190.19	293	30
445	bird	gulls	4	7	0	12	3	2	56	70	21	11	1151	30618	4	108.14	3.13	4.14	0.55	2.75	894	402	234	15.44	6.62	2.11	36	1.31	0.71	3.74	1.3	5.39	2.2	697	492	1	708.74	1634.57	316	308
477	bird	gulls	4	7	0	3	3.33	3	45.67	44	33	13	1287	28767	4	96.89	2.97	4.71	0.54	3.25	1146	474	189	16.43	7.01	2.36	10	1.29	0.79	4.07	1.34	6.32	2.17	762	672	1	565.27	565.27	33	170
479	bird	gulls	4	7	0	3	3	3	38.33	54	10	8	1131	35412	2	90	2.93	8.67	0.8	4	1115	606	159	12.83	5.47	1.86	9	1.28	0.62	3.19	0.59	5.1	1.6	914	509	1	863.18	863.18	268	216
481	bird	gulls	4	7	0	3	3.67	3	47	17	9	8	1266	10918	3	82.2	2.62	5	0.67	2.67	1266	588	335	12.29	5.17	1.97	11	1.23	0.65	3.19	0.89	4.47	2	968	678	2	1343.7	1357.08	268	219
485	bird	gulls	4	7	0	4	3.5	3	35.25	39	30	30	1223	25681	8	31.86	3.77	5.23	0.5	3	1151	0	292	27.59	12.01	3.18	14	1.42	1.09	6.18	2.23	11.66	5	643	1151	1	517.8	553.23	264	222
486	bird	gulls	4	7	0	4	3.5	3	39.25	30	10	5	1302	19557	2	108.14	2.41	8.67	0.83	2.5	1140	780	306	9.41	3.91	1.63	14	1.19	0.53	2.52	0.42	3.61	1.67	973	360	1	628.85	628.85	300	196
487	bird	gulls	4	7	0	6	3.5	3	47	55	10	9	1035	36124	4	12.01	2.86	4	0.56	2.25	808	485	276	13.47	5.72	2	21	1.27	0.67	3.39	1.12	4.47	2.25	639	323	13	765.29	1314.61	308	220
488	bird	gulls	4	7	0	6	3.5	3	49.33	29	11	5	1116	19178	2	126.53	3.73	12.5	0.42	1.67	828	505	198	11.2	4.87	1.31	21	1.41	0.45	2.52	0.4	5	1.25	731	323	1	806.51	1248.45	218	145
489	bird	gulls	4	7	0	6	3.33	3	39	36	8	8	1311	23497	4	144.59	2.95	5.56	0.5	2	1004	651	298	12.86	5.48	1.86	20	1.28	0.62	3.19	0.9	5	2	799	353	5	747.38	859.92	267	222
490	bird	gulls	4	7	0	7	3.29	3	49.71	69	34	5	1477	45096	2	44.45	2.68	9	0.56	1.67	931	796	102	9.79	4.13	1.54	23	1.24	0.51	2.52	0.47	4.24	1.67	852	135	1	1113.07	1290.76	138	140
491	bird	gulls	4	7	0	9	3.33	3	55.44	69	17	10	1347	45523	3	69.68	2.52	5.27	0.67	3.33	1076	479	252	13.53	5.66	2.25	30	1.21	0.74	3.57	1.02	5.39	2	782	597	4	642.6	1283.88	300	184
522	bird	gulls	4	7	0	6	2	1	46.67	39	23	9	1001	533	2	94.64	2.83	8.29	0.9	4.5	770	589	86	13.41	5.69	2.01	12	1.26	0.67	3.39	0.65	5.39	1.8	680	181	1	115.89	162.55	241	241
523	bird	gulls	4	7	0	7	3	1	44.86	27	33	33	2282	380	4	93.89	2.87	5.08	0.75	8.25	1062	466	195	25.85	10.99	3.82	21	1.27	1.28	6.48	2.17	11.05	3	761	596	1	115.7	115.7	238	238
524	bird	gulls	4	7	0	7	2.29	1	54.86	58	69	8	1487	38071	3	125.41	2.95	5.56	0.5	2	1253	657	215	12.86	5.48	1.86	16	1.28	0.62	3.19	0.9	5	2	944	596	1	715.84	715.84	307	127
525	bird	gulls	4	7	0	32	1.84	1	59.09	59	26	16	1432	38973	4	50.83	2.92	4.35	0.53	3.2	1231	476	232	18.1	7.71	2.64	59	1.28	0.88	4.51	1.63	7.07	2.67	904	755	1	830.06	1008.03	147	50
533	bird	gulls	4	7	0	3	2.33	1	44	33	29	29	1118	21504	5	65.89	2.43	3.7	0.54	4.83	1118	436	327	22.75	9.47	3.9	7	1.19	1.27	6.08	2.49	9.22	3.22	823	682	1	1771.61	1771.61	129	238
534	bird	gulls	4	7	0	3	2.67	1	47.33	62	6	6	1099	40966	2	90	2.2	6.5	1	3	1004	526	231	10	4.1	1.86	8	1.15	0.6	2.76	0.55	3.61	2	755	478	1	546.81	614.41	258	130
535	bird	gulls	4	7	0	4	2.25	1	53	44	66	66	1185	609	6	65.74	5.65	5.93	0.32	5.5	1185	60	236	49.16	21.79	3.86	9	1.71	1.34	9.17	3.54	21.02	3.47	723	1125	1	185.72	185.72	326	326
536	bird	gulls	4	7	0	4	2.75	1	30.25	34	16	15	1039	22453	4	49.69	2.77	5.56	0.6	3	889	450	128	17.19	7.28	2.62	11	1.25	0.87	4.37	1.27	7.07	3	691	439	1	1630.6	1630.6	310	130
537	bird	gulls	4	7	0	4	1.75	1	36.75	41	23	23	1016	27153	5	41.29	2.37	3.82	0.55	3.29	1016	369	214	20.08	8.33	3.52	7	1.18	1.15	5.41	2.11	8.06	3.83	698	647	1	1526.04	1655.15	305	305
538	bird	gulls	4	7	0	4	1.25	1	31.75	34	13	6	1223	22216	3	36.8	2.75	7.2	0.67	2	1132	821	305	10.83	4.58	1.67	5	1.25	0.55	2.76	0.59	4.24	2	987	311	1	635.2	635.2	10	171
539	bird	gulls	4	7	0	5	1.2	1	56.6	56	18	9	1169	774	2	56.76	3.3	6.18	0.45	2.25	910	723	68	14.27	6.15	1.86	6	1.34	0.63	3.39	0.94	5.83	1.8	799	187	1	148.77	236.01	308	308
540	bird	gulls	4	7	0	5	2.8	1	52	49	23	12	1282	32137	3	54.43	3.11	6.43	0.4	2.4	994	652	131	16.09	6.9	2.22	14	1.31	0.75	3.91	1.04	6.71	2	826	342	1	1192.23	1192.23	304	148
541	bird	gulls	4	7	0	5	2.2	1	36.8	31	22	8	1067	20080	4	26.57	2.33	6.25	0.67	2	770	623	50	11.77	4.87	2.09	11	1.17	0.68	3.19	0.8	5	2.67	705	147	1	1706.39	1830.81	144	102
542	bird	gulls	4	7	0	5	2.8	1	43	45	10	6	1404	29621	3	113.52	2.98	6.67	0.5	2	1262	540	266	11.19	4.78	1.6	14	1.29	0.54	2.76	0.67	4.47	1.5	856	722	1	470.54	647.62	188	46
543	bird	gulls	4	7	0	5	1.8	1	34.8	34	13	12	1844	22026	4	96.12	2.35	3.63	0.6	3	1027	505	248	14.46	5.99	2.55	9	1.18	0.83	3.91	1.49	5.39	2.4	766	522	1	882.97	976.31	134	92
544	bird	gulls	4	7	0	5	2.6	1	64.8	66	16	13	1337	42960	4	39.13	2.62	4.25	0.65	2.6	1026	533	192	15.66	6.58	2.51	13	1.22	0.83	4.07	1.37	5.83	3.25	729	493	2	774.45	887.26	262	139
545	bird	gulls	4	7	0	5	1.8	1	36.4	36	15	15	1238	23308	5	0.13	2.18	2.9	0.6	3	1238	617	205	15.77	6.45	2.96	9	1.15	0.95	4.37	1.86	5.39	3	911	621	1	710.1	760.19	325	34
546	bird	gulls	4	7	0	5	2.6	1	50.4	65	21	7	1295	42580	2	116	2.8	7.14	0.58	2.33	997	547	223	11.79	5	1.78	13	1.26	0.59	2.99	0.7	5	1.75	790	450	1	739.61	836.98	212	130
547	bird	gulls	4	7	0	6	2.33	1	46.67	44	24	24	1512	28767	9	22.17	4.18	4.24	0.38	2.67	1102	429	195	25.8	11.3	2.71	14	1.49	0.93	5.53	2.43	10.3	3.43	774	673	2	709.32	897.17	342	154
548	bird	gulls	4	7	0	6	1.67	1	37.83	41	59	17	1778	26678	4	83.37	2.2	3.24	0.85	4.25	1554	475	398	16.83	6.89	3.14	10	1.15	1.01	4.65	1.8	5.83	3.4	1056	1079	2	302.57	405.75	262	101
549	bird	gulls	4	7	0	6	2.17	1	59	51	22	9	1246	33609	4	155.2	3.28	8.5	0.6	1.8	1062	237	231	14.24	6.13	1.87	13	1.34	0.63	3.39	0.69	5.83	3	813	825	1	1026.99	1279.45	23	216
550	bird	gulls	4	7	0	6	2	1	55.17	56	18	18	1479	36979	5	56.4	2.55	3.57	0.72	3.6	1479	535	257	18.24	7.65	3	12	1.21	0.99	4.79	1.8	6.4	3.6	977	944	1	870.32	886.51	291	216
551	bird	gulls	4	7	0	6	2.83	1	33.67	34	25	9	1237	22596	2	85.14	2.83	8.29	0.9	4.5	864	574	141	13.41	5.69	2.01	17	1.26	0.67	3.39	0.65	5.39	1.8	711	290	1	1530.28	1530.28	266	28
552	bird	gulls	4	7	0	6	2.17	1	50	69	50	28	1190	45001	9	146.01	5.22	4.33	0.35	3.11	1135	40	209	30.86	13.64	2.61	13	1.65	0.91	5.97	2.78	12.04	3.11	758	1095	1	1015.63	1306.67	275	230
553	bird	gulls	4	7	0	6	2.33	1	35.17	32	22	22	1171	21171	6	123.23	2.49	3.06	0.61	3.67	1171	376	182	19.99	8.35	3.35	14	1.2	1.1	5.29	2.36	7.21	3.67	726	795	1	1335.85	1457.38	62	100
