"num","x","y","NDVI","Grn","Wet","T61"
1961,700,3500,0.369338,0.0249015,-0.0118481,296.088
1962,770,3500,0.440987,0.0440057,-0.0244594,296.367
1963,840,3500,0.399541,0.0284643,-0.0171469,297.247
1964,910,3500,0.39216,0.0327344,-0.0221628,297.478
1965,980,3500,0.396161,0.0321624,-0.0220057,297.34
1966,1050,3500,0.401353,0.0320898,-0.024467,297.432
1967,1120,3500,0.406792,0.0336001,-0.0264346,297.432
1968,1190,3500,0.402032,0.033718,-0.0257616,297.34
1969,1260,3500,0.478267,0.0587783,-0.028467,296.599
1970,1330,3500,0.39803,0.0322413,-0.0170122,295.76
1971,1400,3500,-9999,-9999,-9999,-9999
1972,1470,3500,-9999,-9999,-9999,-9999
1973,1540,3500,-9999,-9999,-9999,-9999
1974,1610,3500,-9999,-9999,-9999,-9999
1975,1680,3500,-9999,-9999,-9999,-9999
1976,1750,3500,-9999,-9999,-9999,-9999
1977,1820,3500,-9999,-9999,-9999,-9999
1978,1890,3500,-9999,-9999,-9999,-9999
1979,1960,3500,-9999,-9999,-9999,-9999
1980,2030,3500,0.501536,0.064086,-0.0311073,297.201
1981,2100,3500,0.539989,0.0747513,-0.0439388,295.854
1982,2170,3500,0.486239,0.0571715,-0.0338978,295.948
1983,2240,3500,0.589104,0.109825,-0.065835,295.948
1984,2310,3500,0.554469,0.0897299,-0.0414288,295.527
1985,2380,3500,0.522576,0.0767209,-0.0356666,295.527
1986,2450,3500,0.574774,0.103694,-0.0436293,295.527
1987,2520,3500,0.524033,0.0748914,-0.0293085,295.527
1988,2590,3500,0.559389,0.0955758,-0.0409156,295.714
1989,2660,3500,0.554356,0.10913,-0.0653091,296.088
1990,0,3570,-9999,-9999,-9999,-9999
1991,70,3570,0.33948,0.0197685,-0.0351895,298.944
1992,140,3570,0.376624,0.0295417,-0.028068,298.305
1993,210,3570,0.379807,0.0269772,-0.025162,298.03
1994,280,3570,0.368193,0.0286223,-0.028127,298.03
1995,350,3570,0.35567,0.0227103,-0.0254369,297.892
1996,420,3570,0.355147,0.0196782,-0.0266602,297.062
1997,490,3570,0.404211,0.0359783,-0.0166873,296.46
1998,560,3570,0.554224,0.1126,-0.0505931,295.948
1999,630,3570,0.423414,0.0428171,-0.0205013,296.367
2000,700,3570,0.389438,0.031868,-0.0210815,296.553
2001,770,3570,0.394284,0.0283487,-0.0225818,296.785
2002,840,3570,0.375821,0.0288123,-0.0314426,297.938
2003,910,3570,0.391428,0.0301194,-0.029779,298.213
2004,980,3570,0.413108,0.0359658,-0.0302649,298.03
2005,1050,3570,0.402047,0.0312245,-0.0286522,297.892
2006,1120,3570,0.389046,0.0322304,-0.0257432,298.03
2007,1190,3570,0.388367,0.0266335,-0.0311786,298.03
2008,1260,3570,0.416958,0.0385133,-0.0336756,297.386
2009,1330,3570,0.400407,0.0376161,-0.0199842,296.552
2010,1400,3570,-9999,-9999,-9999,-9999
2011,1470,3570,-9999,-9999,-9999,-9999
2012,1540,3570,-9999,-9999,-9999,-9999
2013,1610,3570,-9999,-9999,-9999,-9999
2014,1680,3570,-9999,-9999,-9999,-9999
2015,1750,3570,-9999,-9999,-9999,-9999
2016,1820,3570,-9999,-9999,-9999,-9999
2017,1890,3570,-9999,-9999,-9999,-9999
2018,1960,3570,-9999,-9999,-9999,-9999
2019,2030,3570,0.611092,0.111311,-0.0479911,297.201
2020,2100,3570,0.548313,0.0828072,-0.04153,296.32
2021,2170,3570,0.523127,0.0757425,-0.0399148,296.041
2022,2240,3570,0.569648,0.124278,-0.0747598,295.808
2023,2310,3570,0.643068,0.159497,-0.0629414,295.527
2024,2380,3570,0.52467,0.0760059,-0.0382347,295.714
2025,2450,3570,0.590706,0.107729,-0.0382366,295.808
2026,2520,3570,0.599677,0.122382,-0.0521915,295.901
2027,2590,3570,0.578452,0.124761,-0.0692566,295.901
2028,2660,3570,0.618158,0.129189,-0.0480867,297.062
2029,0,3640,-9999,-9999,-9999,-9999
2030,70,3640,0.376624,0.0236829,-0.0369404,298.853
2031,140,3640,0.413546,0.0329578,-0.0258065,298.03
2032,210,3640,0.400411,0.0328812,-0.0254823,297.754
2033,280,3640,0.379706,0.0271747,-0.0280481,298.03
2034,350,3640,0.362642,0.0266588,-0.029303,298.442
2035,420,3640,0.368533,0.0257235,-0.03358,297.478
2036,490,3640,0.37731,0.0253794,-0.0279486,297.201
2037,560,3640,0.485685,0.0602812,-0.0336634,296.785
2038,630,3640,0.426493,0.0363772,-0.025022,297.062
2039,700,3640,0.410812,0.0338796,-0.0293154,297.062
2040,770,3640,0.444507,0.0436186,-0.0370805,297.616
2041,840,3640,0.376624,0.0260035,-0.0388898,298.03
2042,910,3640,0.399523,0.0280132,-0.0248854,298.03
2043,980,3640,0.403576,0.0288214,-0.0387478,298.03
2044,1050,3640,0.396161,0.0286853,-0.0336892,298.442
2045,1120,3640,0.363257,0.0250779,-0.0316317,298.442
2046,1190,3640,0.371478,0.0252881,-0.031272,298.442
2047,1260,3640,0.379719,0.0282306,-0.026984,297.892
2048,1330,3640,0.411269,0.0395169,-0.0201187,296.924
2049,1400,3640,0,-0.0447893,0.0299974,295.105
2050,1470,3640,-9999,-9999,-9999,-9999
2051,1540,3640,-9999,-9999,-9999,-9999
2052,1610,3640,-9999,-9999,-9999,-9999
2053,1680,3640,-9999,-9999,-9999,-9999
2054,1750,3640,-9999,-9999,-9999,-9999
2055,1820,3640,-9999,-9999,-9999,-9999
2056,1890,3640,-9999,-9999,-9999,-9999
2057,1960,3640,-9999,-9999,-9999,-9999
2058,2030,3640,-9999,-9999,-9999,-9999
2059,2100,3640,0.502242,0.0584365,-0.0363868,296.646
2060,2170,3640,0.546719,0.0956729,-0.0550358,296.088
2061,2240,3640,0.617756,0.138955,-0.0582671,295.948
2062,2310,3640,0.51489,0.0706069,-0.0334114,295.948
2063,2380,3640,0.53373,0.0711389,-0.0342826,295.948
2064,2450,3640,0.599897,0.109272,-0.0385795,295.948
2065,2520,3640,0.60914,0.137777,-0.0928847,295.808
2066,2590,3640,0.635307,0.143673,-0.0636446,295.808
2067,2660,3640,0.596991,0.116857,-0.0648118,297.616
2068,0,3710,-9999,-9999,-9999,-9999
2069,70,3710,0.378621,0.028649,-0.0347082,298.167
2070,140,3710,0.42445,0.0374364,-0.0223435,297.062
2071,210,3710,0.413261,0.0409568,-0.0221962,297.109
2072,280,3710,0.386682,0.0301494,-0.0266031,297.892
2073,350,3710,0.341305,0.0208183,-0.0306037,298.442
2074,420,3710,0.366524,0.0235052,-0.0312847,298.167
2075,490,3710,0.370766,0.0254938,-0.0321501,298.259
2076,560,3710,0.468834,0.0513312,-0.0275111,297.754
2077,630,3710,0.394741,0.0311255,-0.0306917,297.524
2078,700,3710,0.41897,0.037355,-0.0296758,297.524
2079,770,3710,0.418861,0.0329226,-0.0332794,297.754
2080,840,3710,0.358768,0.0275356,-0.0292208,298.167
2081,910,3710,0.391368,0.0289363,-0.0298764,298.442
2082,980,3710,0.403576,0.0335118,-0.0252179,298.03
2083,1050,3710,0.377441,0.0280064,-0.0293988,298.442
2084,1120,3710,0.354813,0.0249067,-0.0290152,298.442
2085,1190,3710,0.349825,0.0211247,-0.026133,298.716
2086,1260,3710,0.370702,0.0261553,-0.0273105,297.984
2087,1330,3710,0.433061,0.0430294,-0.0210383,296.831
2088,1400,3710,0,-0.0403333,0.0299182,295.527
2089,1470,3710,-9999,-9999,-9999,-9999
2090,1540,3710,-9999,-9999,-9999,-9999
2091,1610,3710,-9999,-9999,-9999,-9999
2092,1680,3710,-9999,-9999,-9999,-9999
2093,1750,3710,-9999,-9999,-9999,-9999
2094,1820,3710,-9999,-9999,-9999,-9999
2095,1890,3710,-9999,-9999,-9999,-9999
2096,1960,3710,-9999,-9999,-9999,-9999
2097,2030,3710,0.393621,0.0256141,-0.0219055,297.754
2098,2100,3710,0.36451,0.0259454,-0.0137438,297.062
2099,2170,3710,0.566537,0.0979568,-0.0462758,296.367
2100,2240,3710,0.603033,0.141408,-0.0574031,295.948
2101,2310,3710,0.55166,0.101486,-0.0502858,296.227
2102,2380,3710,0.500356,0.0648691,-0.0394766,296.506
2103,2450,3710,0.556966,0.0919328,-0.035334,296.783
2104,2520,3710,0.644702,0.173234,-0.0677101,297.061
2105,2590,3710,0.568347,0.11635,-0.0756624,298.075
2106,2660,3710,0.317187,0.0269725,-0.0953896,300.618
2107,0,3780,-9999,-9999,-9999,-9999
2108,70,3780,0.377744,0.031307,-0.0387307,298.03
2109,140,3780,0.397654,0.0311596,-0.0232327,297.062
2110,210,3780,0.420203,0.0372592,-0.0224827,296.924
2111,280,3780,0.390062,0.0307688,-0.0286353,297.846
2112,350,3780,0.383602,0.0292909,-0.0378794,298.442
2113,420,3780,0.339462,0.0221244,-0.0370158,298.853
2114,490,3780,0.334116,0.0211317,-0.0410127,298.853
2115,560,3780,0.403143,0.0345934,-0.0326918,298.442
2116,630,3780,0.409304,0.0335491,-0.0218815,297.984
2117,700,3780,0.40181,0.033318,-0.0240245,297.8
2118,770,3780,0.421094,0.0375491,-0.0283584,298.03
2119,840,3780,0.356757,0.0226602,-0.036324,298.442
2120,910,3780,0.345173,0.0209812,-0.0262573,298.442
2121,980,3780,0.410812,0.0342448,-0.0299865,298.03
2122,1050,3780,0.358319,0.0234634,-0.0308932,298.167
2123,1120,3780,0.355209,0.0220707,-0.0354428,298.442
2124,1190,3780,0.338568,0.0207652,-0.0248941,298.442
2125,1260,3780,0.39608,0.0334281,-0.0241679,297.8
2126,1330,3780,0.488514,0.0619397,-0.0253569,296.553
2127,1400,3780,0,-0.0447968,0.0345087,295.105
2128,1470,3780,-9999,-9999,-9999,-9999
2129,1540,3780,-9999,-9999,-9999,-9999
2130,1610,3780,-9999,-9999,-9999,-9999
2131,1680,3780,-9999,-9999,-9999,-9999
2132,1750,3780,-9999,-9999,-9999,-9999
2133,1820,3780,-9999,-9999,-9999,-9999
2134,1890,3780,0.383292,0.0270356,-0.0273806,298.579
2135,1960,3780,0.344295,0.0200089,-0.0241304,298.442
2136,2030,3780,0.357692,0.0204976,-0.0280346,297.616
2137,2100,3780,0.328414,0.0141842,-0.0251206,296.831
2138,2170,3780,0.537643,0.0866889,-0.0421276,296.367
2139,2240,3780,0.329343,0.0154301,-0.0132941,296.646
2140,2310,3780,0.373345,0.0250107,-0.019035,296.924
2141,2380,3780,0.444474,0.0433356,-0.0336292,297.386
2142,2450,3780,0.387148,0.0303371,-0.04794,298.305
2143,2520,3780,0.330914,0.0258167,-0.0911492,299.759
2144,2590,3780,0.269662,0.0137206,-0.108196,300.167
2145,2660,3780,0.291849,0.0143569,-0.0958723,302.358
2146,0,3850,-9999,-9999,-9999,-9999
2147,70,3850,-9999,-9999,-9999,-9999
2148,140,3850,0.379198,0.0294967,-0.0268056,298.442
2149,210,3850,0.393177,0.0313575,-0.031068,298.305
2150,280,3850,0.388155,0.0283715,-0.0338857,298.442
2151,350,3850,0.338563,0.0207362,-0.0285108,298.442
2152,420,3850,0.343969,0.0237387,-0.0311996,298.579
2153,490,3850,0.346897,0.0208053,-0.0370475,298.853
2154,560,3850,0.396161,0.0286086,-0.0333182,298.442
2155,630,3850,0.389181,0.0321628,-0.0329065,297.892
2156,700,3850,0.425578,0.0348629,-0.0312624,297.616
2157,770,3850,0.403576,0.0304333,-0.0313159,297.616
2158,840,3850,0.387933,0.0269485,-0.0348536,298.03
2159,910,3850,0.346897,0.0192811,-0.0376534,298.716
2160,980,3850,0.388558,0.0280768,-0.0246203,298.442
2161,1050,3850,0.38673,0.0304746,-0.030321,298.03
2162,1120,3850,0.377053,0.0276986,-0.0268975,298.03
2163,1190,3850,0.396161,0.0291084,-0.0335454,297.616
2164,1260,3850,0.419816,0.0410177,-0.0299684,297.201
2165,1330,3850,0.578774,0.101105,-0.0472643,296.088
2166,1400,3850,0,-0.046515,-0.0301572,295.527
2167,1470,3850,-9999,-9999,-9999,-9999
2168,1540,3850,-9999,-9999,-9999,-9999
2169,1610,3850,-9999,-9999,-9999,-9999
2170,1680,3850,-9999,-9999,-9999,-9999
2171,1750,3850,-9999,-9999,-9999,-9999
2172,1820,3850,0.382451,0.0251132,-0.022083,298.03
2173,1890,3850,0.33226,0.0151624,-0.020043,298.03
2174,1960,3850,0.368148,0.0221332,-0.0244156,297.616
2175,2030,3850,0.329465,0.0165509,-0.0164307,297.616
2176,2100,3850,0.370676,0.0223186,-0.0195661,297.34
2177,2170,3850,0.267912,0.00377944,-0.0598674,297.616
2178,2240,3850,0.244482,0.00209535,-0.0376822,298.03
2179,2310,3850,0.408463,0.0337662,-0.0242452,298.03
2180,2380,3850,0.425779,0.0410161,-0.037753,298.03
2181,2450,3850,0.45473,0.0417863,-0.0345714,300.887
2182,2520,3850,0.307176,0.0221533,-0.0965195,302.357
2183,2590,3850,0.342214,0.0351536,-0.119806,302.889
2184,2660,3850,0.383444,0.0246811,-0.053193,301.29
2185,0,3920,-9999,-9999,-9999,-9999
2186,70,3920,-9999,-9999,-9999,-9999
2187,140,3920,0.355448,0.0218963,-0.0326066,298.853
2188,210,3920,0.39334,0.0307751,-0.027918,298.853
2189,280,3920,0.378298,0.0267072,-0.0330548,298.442
2190,350,3920,0.349675,0.0222471,-0.0311542,298.442
2191,420,3920,0.357362,0.0266527,-0.0304318,298.442
2192,490,3920,0.361053,0.0231437,-0.0286661,298.442
2193,560,3920,0.38734,0.0314896,-0.0242967,298.442
2194,630,3920,0.412078,0.0318119,-0.0258622,297.754
2195,700,3920,0.42532,0.0381376,-0.0242984,297.109
2196,770,3920,0.439349,0.0387554,-0.0320305,296.785
2197,840,3920,0.38038,0.031635,-0.0427027,297.616
2198,910,3920,0.353014,0.0218725,-0.0376075,298.213
2199,980,3920,0.392241,0.0293867,-0.0346138,298.442
2200,1050,3920,0.421206,0.0397442,-0.0399619,297.616
2201,1120,3920,0.399877,0.032761,-0.0292273,297.478
2202,1190,3920,0.440436,0.0424608,-0.0313143,297.062
2203,1260,3920,0.468111,0.0515779,-0.0273228,296.646
2204,1330,3920,0.566442,0.100832,-0.0404611,296.274
2205,1400,3920,0.612754,0.135251,-0.052527,295.667
2206,1470,3920,-9999,-9999,-9999,-9999
2207,1540,3920,-9999,-9999,-9999,-9999
2208,1610,3920,-9999,-9999,-9999,-9999
2209,1680,3920,-9999,-9999,-9999,-9999
2210,1750,3920,0.399062,0.03072,-0.0230677,297.57
2211,1820,3920,0.393306,0.0299874,-0.030707,297.616
2212,1890,3920,0.358081,0.0232402,-0.0178702,297.386
2213,1960,3920,0.361523,0.022744,-0.0226084,297.478
2214,2030,3920,0.368148,0.0213697,-0.0246299,297.616
2215,2100,3920,0.371539,0.0242493,-0.0244787,298.03
2216,2170,3920,0.404886,0.0262305,-0.0299747,298.35
2217,2240,3920,0.307687,0.015604,-0.0487349,298.442
2218,2310,3920,0.323761,0.0169777,-0.0438214,298.989
2219,2380,3920,0.332736,0.0193066,-0.048017,299.942
2220,2450,3920,0.37648,0.0370617,-0.0534367,301.958
2221,2520,3920,0.285125,0.0148233,-0.0980953,302.446
2222,2590,3920,0.272622,0.01677,-0.142997,301.825
2223,2660,3920,0.224294,-0.00119302,-0.0957443,300.752
2224,0,3990,-9999,-9999,-9999,-9999
2225,70,3990,-9999,-9999,-9999,-9999
2226,140,3990,0.357423,0.0252593,-0.0291774,298.442
2227,210,3990,0.364928,0.0257775,-0.0306336,298.442
2228,280,3990,0.379908,0.0257422,-0.0331929,298.442
2229,350,3990,0.379719,0.0276271,-0.0333229,298.442
2230,420,3990,0.362783,0.0233715,-0.0359514,298.442
2231,490,3990,0.369524,0.0262211,-0.0307915,298.442
2232,560,3990,0.373986,0.0284328,-0.0266327,298.442
2233,630,3990,0.420113,0.0368097,-0.0278759,297.478
2234,700,3990,0.417382,0.0355957,-0.0239612,296.877
2235,770,3990,0.433941,0.0374613,-0.022214,296.785
2236,840,3990,0.408704,0.0373142,-0.0260529,297.34
2237,910,3990,0.394424,0.0324224,-0.0289971,297.984
2238,980,3990,0.451831,0.0500029,-0.0254138,297.754
2239,1050,3990,0.461536,0.0523209,-0.0315235,297.201
2240,1120,3990,0.441618,0.0467873,-0.0291842,296.924
2241,1190,3990,0.467794,0.0479926,-0.0353602,296.785
2242,1260,3990,0.503699,0.0668421,-0.0341764,296.646
2243,1330,3990,0.579921,0.102464,-0.0480448,296.274
2244,1400,3990,0.601489,0.127965,-0.057334,296.227
2245,1470,3990,0.432058,0.0627464,-0.0891001,295.948
2246,1540,3990,-9999,-9999,-9999,-9999
2247,1610,3990,-9999,-9999,-9999,-9999
2248,1680,3990,0.370462,0.0236252,-0.0238926,296.924
2249,1750,3990,0.37092,0.0234745,-0.0196934,297.294
2250,1820,3990,0.362636,0.0193512,-0.0210199,297.616
2251,1890,3990,0.374932,0.0233944,-0.0209638,297.201
2252,1960,3990,0.351609,0.0201528,-0.0151371,297.201
2253,2030,3990,0.369152,0.0205265,-0.0190508,297.34
2254,2100,3990,0.382743,0.0290981,-0.0269796,297.616
2255,2170,3990,0.421865,0.0321444,-0.0386212,297.938
2256,2240,3990,0.320078,0.0139495,-0.0185649,298.03
2257,2310,3990,0.376049,0.0279825,-0.0309319,298.807
2258,2380,3990,0.356157,0.0282897,-0.0563848,299.942
2259,2450,3990,0.338503,0.023677,-0.0675475,300.887
2260,2520,3990,0.267179,0.00897927,-0.107174,300.752
2261,2590,3990,0.296988,0.0142072,-0.0914554,299.941
2262,2660,3990,0.281138,0.0103914,-0.0665506,299.396
2263,0,4060,-9999,-9999,-9999,-9999
2264,70,4060,-9999,-9999,-9999,-9999
2265,140,4060,0.401259,0.034179,-0.0339778,298.442
2266,210,4060,0.375257,0.0287789,-0.0367391,298.442
2267,280,4060,0.384219,0.0292392,-0.0337611,298.442
2268,350,4060,0.379198,0.028025,-0.0298207,298.442
2269,420,4060,0.381325,0.0243724,-0.0304066,298.305
2270,490,4060,0.382975,0.0295031,-0.0215808,298.03
2271,560,4060,0.38673,0.0331541,-0.0286838,297.616
2272,630,4060,0.395468,0.0324773,-0.0253063,297.201
2273,700,4060,0.408342,0.0357366,-0.0224157,296.785
2274,770,4060,0.388558,0.0296827,-0.0200364,297.201
2275,840,4060,0.410223,0.0317938,-0.0270239,297.616
2276,910,4060,0.418861,0.0350952,-0.0312625,297.616
2277,980,4060,0.444507,0.0482614,-0.0223987,296.785
2278,1050,4060,0.476339,0.0493771,-0.0293971,296.646
2279,1120,4060,0.485339,0.0574054,-0.0335793,296.785
2280,1190,4060,0.501522,0.0666654,-0.0389337,297.201
2281,1260,4060,0.537048,0.0830099,-0.0424492,296.785
2282,1330,4060,0.593992,0.120985,-0.0610506,296.367
2283,1400,4060,0.650011,0.158833,-0.0655368,295.948
2284,1470,4060,0.570559,0.0877831,-0.0463322,295.808
2285,1540,4060,0.38674,0.0311711,-0.0251373,295.667
2286,1610,4060,0.357683,0.0169095,-0.0150869,295.527
2287,1680,4060,-9999,-9999,-9999,-9999
2288,1750,4060,0.372765,0.0274617,-0.0140237,296.785
2289,1820,4060,0.400819,0.0274981,-0.017886,296.785
2290,1890,4060,0.39053,0.0275081,-0.0203728,297.201
2291,1960,4060,0.359139,0.0237174,-0.0180534,297.201
2292,2030,4060,0.364558,0.0249011,-0.0175336,297.201
2293,2100,4060,0.366485,0.0272415,-0.0205548,297.201
2294,2170,4060,0.380888,0.0240064,-0.0274856,297.478
2295,2240,4060,0.347483,0.0179077,-0.0226718,297.616
2296,2310,4060,0.368011,0.020164,-0.0277535,298.167
2297,2380,4060,0.435887,0.042867,-0.0321626,298.442
2298,2450,4060,0.388558,0.0278407,-0.0263551,298.853
2299,2520,4060,0.403449,0.0312314,-0.0219244,297.616
2300,2590,4060,0.408497,0.0298195,-0.0254316,297.201
2301,2660,4060,0.380762,0.0285821,-0.025104,297.616
2302,0,4130,-9999,-9999,-9999,-9999
2303,70,4130,-9999,-9999,-9999,-9999
2304,140,4130,0.376226,0.0279221,-0.0310758,298.442
2305,210,4130,0.360634,0.0278107,-0.0416415,298.442
2306,280,4130,0.382182,0.0295024,-0.0315692,298.442
2307,350,4130,0.401104,0.0303794,-0.0273154,298.442
2308,420,4130,0.389874,0.0306145,-0.0275526,298.03
2309,490,4130,0.409969,0.0340482,-0.0306037,297.892
2310,560,4130,0.396161,0.0308675,-0.0222236,297.201
2311,630,4130,0.398612,0.0323486,-0.0265279,297.201
2312,700,4130,0.394811,0.0308957,-0.0226955,297.294
2313,770,4130,0.410812,0.0337251,-0.0313981,297.616
2314,840,4130,0.381799,0.0277671,-0.0256662,297.201
2315,910,4130,0.441031,0.0422195,-0.0238433,296.877
2316,980,4130,0.446016,0.0424147,-0.027883,296.367
2317,1050,4130,0.470406,0.0523966,-0.0300237,296.134
2318,1120,4130,0.477734,0.0530227,-0.034553,296.32
2319,1190,4130,0.512009,0.064684,-0.0378099,296.646
2320,1260,4130,0.519929,0.0759912,-0.0421125,296.553
2321,1330,4130,0.561658,0.0920043,-0.0499889,296.367
2322,1400,4130,0.616748,0.12933,-0.0512667,295.948
2323,1470,4130,0.646094,0.148721,-0.0642574,295.854
2324,1540,4130,0.61425,0.113546,-0.0534538,295.527
2325,1610,4130,0.445998,0.048792,-0.0318288,295.527
2326,1680,4130,0.468628,0.0503048,-0.03199,295.621
2327,1750,4130,-9999,-9999,-9999,-9999
2328,1820,4130,0.400819,0.0271791,-0.0146177,296.785
2329,1890,4130,0.381958,0.0212382,-0.0215885,296.785
2330,1960,4130,0.39359,0.0286981,-0.0219353,297.201
2331,2030,4130,0.374155,0.0242008,-0.0182812,297.062
2332,2100,4130,0.353617,0.0215862,-0.0172442,296.785
2333,2170,4130,0.425205,0.0325598,-0.0259622,297.155
2334,2240,4130,0.364343,0.0233349,-0.026318,297.616
2335,2310,4130,0.402069,0.0339853,-0.0318081,297.892
2336,2380,4130,0.378846,0.0252029,-0.026384,297.708
2337,2450,4130,0.400416,0.0303783,-0.0238449,297.201
2338,2520,4130,0.361686,0.0223242,-0.0192522,296.877
2339,2590,4130,0.394011,0.0281009,-0.0165585,296.785
2340,2660,4130,0.34461,0.018915,-0.0178969,297.062
2341,0,4200,-9999,-9999,-9999,-9999
2342,70,4200,-9999,-9999,-9999,-9999
2343,140,4200,0.376303,0.0264822,-0.031026,298.442
2344,210,4200,0.394661,0.0315554,-0.0328905,298.167
2345,280,4200,0.373927,0.0276103,-0.028724,298.259
2346,350,4200,0.379706,0.0276302,-0.0295488,298.167
2347,420,4200,0.388781,0.0294796,-0.0279569,297.754
2348,490,4200,0.444219,0.0414607,-0.0232667,297.247
2349,560,4200,0.440438,0.0431382,-0.0244202,297.201
2350,630,4200,0.435044,0.0399861,-0.0287139,297.201
2351,700,4200,0.446873,0.0465151,-0.0240512,297.616
2352,770,4200,0.418861,0.0367863,-0.0311086,297.616
2353,840,4200,0.43676,0.0353343,-0.0252318,297.062
2354,910,4200,0.472155,0.0536942,-0.0291627,296.413
2355,980,4200,0.5153,0.0657177,-0.0268603,296.227
2356,1050,4200,0.522855,0.0676441,-0.0313512,296.041
2357,1120,4200,0.522796,0.0686846,-0.0319593,296.32
2358,1190,4200,0.524952,0.071019,-0.0428848,296.367
2359,1260,4200,0.48513,0.0563729,-0.0280674,296.367
2360,1330,4200,0.506509,0.0697916,-0.0371002,296.367
2361,1400,4200,0.506657,0.0669898,-0.0354761,296.367
2362,1470,4200,0.543148,0.0759863,-0.0392512,296.274
2363,1540,4200,0.620882,0.122691,-0.051001,295.948
2364,1610,4200,0.608309,0.128659,-0.0612538,295.808
2365,1680,4200,0.600894,0.115783,-0.0549069,295.527
2366,1750,4200,0.60577,0.118676,-0.0510804,295.527
2367,1820,4200,0.403441,0.0251597,-0.021102,295.948
2368,1890,4200,0.391319,0.024924,-0.0172034,296.785
2369,1960,4200,0.3819,0.0258211,-0.0210641,296.877
2370,2030,4200,0.390324,0.0282551,-0.0187739,296.785
2371,2100,4200,0.369091,0.0221361,-0.0162509,296.599
2372,2170,4200,0.37656,0.0258058,-0.019032,296.599
2373,2240,4200,0.382237,0.0252888,-0.0162853,296.924
2374,2310,4200,0.382266,0.0259923,-0.0203256,297.34
2375,2380,4200,0.411993,0.0312338,-0.0217582,297.616
2376,2450,4200,0.365633,0.0233333,-0.0156113,297.616
2377,2520,4200,0.433245,0.0422799,-0.0262339,297.062
2378,2590,4200,0.37201,0.023241,-0.0195131,296.506
2379,2660,4200,0.374647,0.0226485,-0.0143763,296.506
2380,0,4270,-9999,-9999,-9999,-9999
2381,70,4270,-9999,-9999,-9999,-9999
2382,140,4270,0.403576,0.0326409,-0.0267932,298.03
2383,210,4270,0.432655,0.0402869,-0.0388262,298.03
2384,280,4270,0.378713,0.0291781,-0.0342275,298.03
2385,350,4270,0.403576,0.0325475,-0.0297377,298.03
2386,420,4270,0.42066,0.0336783,-0.0280404,297.616
2387,490,4270,0.454582,0.0462088,-0.0269589,296.924
2388,560,4270,0.473226,0.0503768,-0.0319441,296.785
2389,630,4270,0.434719,0.0411201,-0.0284209,297.201
2390,700,4270,0.408497,0.0325537,-0.020554,297.616
2391,770,4270,0.45693,0.0484115,-0.0369917,297.616
2392,840,4270,0.430261,0.0379343,-0.0272684,296.785
2393,910,4270,0.49492,0.0612448,-0.0286379,296.367
2394,980,4270,0.592905,0.107224,-0.0430998,296.367
2395,1050,4270,0.553918,0.075052,-0.0342858,296.367
2396,1120,4270,0.556003,0.085201,-0.0407805,296.367
2397,1190,4270,0.462935,0.052849,-0.0302637,296.785
2398,1260,4270,0.525845,0.0740763,-0.0411356,296.785
2399,1330,4270,0.505165,0.0670652,-0.0457914,296.506
2400,1400,4270,0.45693,0.0485516,-0.0325749,296.367
2401,1470,4270,0.494404,0.0638109,-0.0327973,296.367
2402,1540,4270,0.499498,0.0586866,-0.031078,296.367
2403,1610,4270,0.461038,0.0505338,-0.0263153,296.367
2404,1680,4270,0.545217,0.0809079,-0.0392302,295.948
2405,1750,4270,0.585424,0.107956,-0.0468712,295.948
2406,1820,4270,0.540734,0.0765467,-0.0452043,295.948
2407,1890,4270,0.396923,0.0245688,-0.0198722,296.367
2408,1960,4270,0.350965,0.0180047,-0.0169347,296.367
2409,2030,4270,0.365633,0.0220629,-0.0205224,296.367
2410,2100,4270,0.392662,0.0252652,-0.0133399,296.367
2411,2170,4270,0.350875,0.0188796,-0.0123432,296.367
2412,2240,4270,0.40607,0.0323839,-0.0134812,296.367
2413,2310,4270,0.392407,0.0312713,-0.0184673,296.785
2414,2380,4270,0.411054,0.0332847,-0.0223607,297.201
2415,2450,4270,0.374155,0.0251364,-0.0149186,297.201
2416,2520,4270,0.392407,0.029382,-0.0180277,297.062
2417,2590,4270,0.390318,0.0280094,-0.0185258,296.785
2418,2660,4270,0.371478,0.0308418,-0.0148895,296.785
2419,0,4340,-9999,-9999,-9999,-9999
2420,70,4340,-9999,-9999,-9999,-9999
2421,140,4340,0.424769,0.0409533,-0.0222733,298.03
2422,210,4340,0.435587,0.041081,-0.0256676,298.03
2423,280,4340,0.414761,0.0375991,-0.029677,297.662
2424,350,4340,0.408342,0.0331756,-0.0327517,297.616
2425,420,4340,0.418288,0.0370072,-0.0326647,297.201
2426,490,4340,0.486328,0.0513402,-0.0337342,296.599
2427,560,4340,0.448119,0.0451943,-0.0276491,296.227
2428,630,4340,0.447177,0.0418393,-0.0263262,296.46
2429,700,4340,0.4438,0.0424919,-0.0303785,297.062
2430,770,4340,0.447667,0.0440472,-0.026008,297.201
2431,840,4340,0.453047,0.0436716,-0.0256485,296.553
2432,910,4340,0.464789,0.0521215,-0.0282671,296.367
2433,980,4340,0.552078,0.0826381,-0.0341751,296.367
2434,1050,4340,0.514243,0.0667367,-0.0331891,296.367
2435,1120,4340,0.479805,0.0501797,-0.0278044,296.367
